,text,vin
739,i'm just looking at who has the vin allocations this time.  let me know if you get one and i'll put what details you're willing to share on the sheet. not recording anything if you havent got a vin yet.= (ie my name isnt on the list),
740,just notification from pygha that they got a vin yesterday.,
741,"strange thing i noticed about the notice on your order page. when i log in through my phone this appears ( cleared all cache ).  we will reach out to you to schedule your delivery date. delivery time frame is based on order date, profile submission, delivery location and vehicle configuration.  but when i log in through pc it's the other one talking about vin and allocation.",
742,"okay, getting late enough. here is the current list of ppl with m3 vins and some of the details. main update is  's vin - still trying to find out what happened with  's order - last i heard the vin and delivery date disappeared.   so in summary:  rwd: 11/01/2022 -> 20/01/2022 lr: 28/11/2021 -> 4/12/2021 p: nothing so far",
743,correct ormaus….. the vin and payment over view page have not returned to my account.  my edd remains at aug-oct 2022. can’t bring myself to ring my sa. they really can’t do anything anyway.   best to remove me from your list!,
744,"tesla communicates electronically, and you're unlikely to hear anything from them until a vin has been assigned  the lack of communication is one of the big issues with tesla, and why everyone on here obsessively checks their account / source code for changes!",
745,at 9:05. a guy appears to get in a rhd car at the charging stations next to the weird side yard! the dribble of vehicles seems to match the rate of vin allocations however.,
746,"yeah i know. but the fact remains they have barely worked through the backlog in terms of vin allocations so far. which is the issue needing to be addressed.  if the move is to say ""we  build cars for australia"" (no numbers provided). and then only provide 4 days of orders, that's pretty underhanded behaviour and is wholly addressing tesla's optics, not remediating the very easy to understand issue: the entire backlog. in addition to what  described.   the reason it annoys me is because i am paying a company tens of thousands of dollars to treat me (and all of us) like a moron while relying on this cult-esque refusal of fan boys to criticise them (like people would any corporation). basically any other company that ships things will bother to establish, explain and attempt to remedy an issue.   tesla basically serves it's own interests, refuses to serve the customers and then gaslights from there on in.",
747,"thanks, but i copied it from someone else when i first joined.  from all the questions on here, maybe i should add ship docking date, ship unloading date, vin date, and invoice date…. but then no one would talk to me….",
748,"of course, they would be used to and have the demo'd capacity to do double the movement off the lot with y line running. so it could be the case that 1/3 of total production meeting the full logistics = empty lot.  but then the vin allocation numbers don't match and the lhds existing in the vid mean full production isn't dedicated to rhd.  in my mind, the balance of evidence leans toward not that many made for us before m3 line shut down. and am deeply skeptical of these sas saying ""ships and ships of m3s"" still 9 days to go though. would love tesla to prove me wrong!",
749,which is why i am quietly hoping that some vin allocations are done after loading?,
750,"i still don't have a build date, or am invoice. but i've still got a vin and a delivery range of 8th to 18th aug. i should be confident, but i'm not ",
751,had you checked yesterday and had no vin or is this new today? what's the first four of the last six digits? those will define whether its recent build.,
752,i even checked it this morning and it wasn't updated. i have a chrome extention installed which notifies me when a vin is assigned and i got a notice when i refreshed the page few moment ago.,
753,congratulations! you have however ruined my weekend. i had pledged to myself that i would not check for a vin all weekend and have just broken that to confirm no vin,
754,my order page was somewhat little different. it asked me to confirm with the order because the latest models will not include radar etc. i pressed i agree and voila! a vin msg popped up.,
755,"i don't have that confirmation message. my next step --> prepare for delivery  in my account is unticked, unlike my my order. how did you find out your vin and that message on radar? i don't have access to sms for the past 3 weeks.",
756,"i have chrome tesla vin finder extention installed. that gave me the popup message that i have the vin assigned. i found the confirmation message just under the ""next steps"" section on my order page. it is now showing payments. i wonder why it skipped your one tho. i'd imagine you have it very soon.",
757,"if the factory was pumping out 800 cars a day out, then based on my 6001xx vin and 29/6 build date that's a preshutdown vin. assuming sequential vin production of course.",
758,"i was commenting on build dates, not vin allocation dates.  it is widely assumed the serial number part of the vin is sequential, ie a higher vin number was produced later. this does not appear to be the case, if the build date on the tesla invoice is correct",
759,"serial numbers (the last digits in a vin) are mostly allocated sequentially in manufacturing (lowest available number) but from an interview i saw with a tesla engineer, inventory is built up at each of the the panel pressing, body welding and paint shop sections and that's where a vin is assigned to the body. they don't run in parallel with the guts adding line at all.  he was scarce on detail as to exactly where in the panel -> welding -> paint section that the vin is assigned. it takes 12 hours for cars to dry/drip and hardly time on the guts injecting line. so they need an inventory built up at the paint shop rather than running end to end.  before the paintshop, there is another inventory build up of basic panels and components to weld into full bodies.   so they would probably take the next available white body in the inventory to go along the guts adding line. then the next available red. they are probably sequential at some point, but not close to sequential in final build.",
760,"maybe, maybe not. more likely your serial number (the end bit of the vin) was assigned a while back and the rest of the vin was filled in according to the guts it ends up with. the bodies are apparently ambidextrous.  but also assigning a vin to an order is probably a whole other kettle of fish.  to explain. we think like humans (who grew up conditioned with a particular system of writing), not robots. they can print the last bit first and as long as they use the same paint and are aligned properly, can print the first bit last. we assume the vin is written like we read and write. left to right and all at the same time if perceived as one 'word' or 'string'.",
761,it is always a mix of vin frenzy and drip feed.,
762,"i've seen video [unfortunately can't locate again] that shows vin being attached to vehicle when fully assembled dash is installed. maybe the vin structure has already been predefined as  described. but i think vin  comes later. we know that they don't build to order, so maybe after vehicle leaves plant, maybe on board ship? i also think that the qc process [including road test etc] is done before allocation, else we could see vin allocations revoked due to faults being [rarely] detected.",
763,long time lurker here. tesla model 3 lr ordered on 21/12. got vin this morning.,
764,"thought i'd chime in with my details.  m3: rwd white/black 18"" wheels location: perth od: 21/01/22 edd: aug 28 - sep 7 vin: assigned  got the tesla vision prompt when i checked the order page this morning, after which the delivery date changed and vin was assigned.",
765,love waking up to a sunday morning packed with some fast and furious vin non-diesel allocations ,
766,"it looks as if they're rolling through the order dates pretty quickly. my od is a couple of days after yours, and judging from things so far, i'm expecting to get a vin by about the 25th of july.",
767,so we need a vin frenzy before then…,
768,there is a visible vin in the dash you can see through the front windscreen but there is also a vin stamped into the floor of the bodywork earlier in the build process. the two numbers are married during assembly so there is some prior planning to the allocation before final internals. from the latest version of the m3 owners manual:   ,
769," all that really matters is when tesla assigns the vin to a customer and communicates that (even if by hidden code).  historically that's been when the vehicle was already on the water. in this quarter with the late june notifications it appears that it might be just after vehicles pass qc / leave the factory.  as for when the vin is created, remember the vin is stamped into the dash and floor parts, and also contains model codes and motor codes. and i suspect is also associated with lhd/rhd, exterior and leather colour.  the might create a batch of 10k vins at a time - which then drivers the orders for say 7k black seats and 3k white seats at the sub production lines, 8k basic audio wiring looms, 2k premium etc.  and then schedule the production runs to produce it efficiently but also without building too much inventory of parts.",
770,model 3 lr  ordered 7/1 perth black/white vin assigned this morning,
771,"perth has to organise the transshipment boat, so likely earlier vin assignments",
772,od: 20/01 model: lr silver/black location: wa vin assigned today edd: aug 28 - sept 7,
773,"it's not all bad. longer it takes, the more i'll have saved up so the less i'll have to borrow. not feeling nerdy enough to graph it, but i reckon that the amount i'm reducing the loan by should offset the increase in interest rates, and make my repayments about the same.  plus i'm following up on quotes to sell my existing car, and already found offers 2-3x what tesla offered in trade-in.  i have a question for those who already have their car, or their vin, and did financing. at what point did you have the option to start the actual loan? when the vin was assigned? or not until you took delivery of the car?   figuring out the likelihood of being able to keep the lower interest rate. the 6 months preapproval ends the first few days of september, after which i'll have to reapply at whatever the new rate will be by then. if payment/loan can begin as soon as a vin is assigned, then there might be a chance of me still getting the good rate.",
774,perth is definitely the centre of todays vin allocations!,
775,waiting for a vin was almost as bad as waiting for the vaccines to kick in and start reducing cases.   there you go.,
776,happy vin day perth estimated delivery: august 28 - september 07,
777,"could be related, the factory is in china... covid came from china.. vin is chineese for haha gotya!",
778,"yyyyyeeeeeeeeesss vin received!! od: 22/01, edd aug 27-sep 6",
779,there were a few white interiors assigned in today's vin frenzy.,
780,nice choise of colour combo . hope you get your vin allocated soon! ,
781,yappiee checked afternoon today ...can confirm the vin in the source code ....delivery status changed to .... between august 16-26 finally husshhhh... m3 rwd/ midnight silver- black interior/ odd - 19/01/2022  edd- august 16-22 vin- in account page 10/7/2022 melbourne,
782,still waiting!! should have just ordered a short range! checked today no hidden vin  m3 lr sliver\black sydney oder date 7/12/21  like see more lr vin's in sydney,
783,"this is the kinda thing i do not understand, and is really pissing me off (no offence to )... my order was nearly two months prior, i got my vin nearly two weeks ago, we're both in melbourne, but my edd had just been pushed back to longer than yours. was 8th to 18th, now 19th to 2nd. it doesn't make any sense; to match those edd they'll have to be on the same ship, or they're preparing me to be bumped again. if not, why do i get to wait longer still!  i'm still looking forward to getting my car, and i'll love it when i have it, but when it comes to my next car, i don't see tesla getting a look in.",
784,if you got a vin at least you have a car on the way. there is a lot of anxiety with people that don't even have a vin yet and whether they will make this quarter.,
785,"if it's any consolation, the uk orders' edds were jumping all over the place after vin assignment, before they all settled on 3-4 day window in june. as in june, then september, then june, then november, then june again etc etc",
786,yep. lr vins. wa assignments give me a little more hope but it's not over until it's over. as we have all learned over the past year with tesla! not assuming my vin is coming until it's here.,
787,"why are you getting mad about something which not in ur control , also they are called estimates for a reason they swing back and forth all the time, they are just based previous predictions  so you never know when you get the car until you get one. there are all sort of probabilities until you get the handover. so just njoy the movement that you have a vin and car made for you",
788,"hello waiting room  been watching and learning (not in a creepy way) ,in fact it is just about my new favourite pass time!! i ordered my m3p white/white 17/03. i have a question if i add the $5000 drive assist upgrade will it delay my order? can it be paid for with no vin and car?",
789,today was a good day! we saw a lot of vin allocations for a lot of people on this forum throughout all the specs.  hoping for the same or similar response from tesla tomorrow. fingers crossed. ,
790,as a 5/2/22 lr order looking at broony's vin with a fair bit of optimism for once in a long while,
791, as a 9/2/22 i am also hoping for a vin allocation soon!,
792,order date: 6.12.2022 model 3 lr red/black vin received: 11.07.2022,
793,"making sure this isn't a typo. you ordered last month, and got a vin already? very surprising  other than ebizz above potentially, i think this makes you the latest order date for a vin assignment. trying to not get my hopes up for my 04 mar order getting a vin this batch, but the excitement is irrepressible",
794,"thought i’d check the app before going to bed aaaand prompted me to log in and accept new tesla vision!  vin received in source code !!! invoiced received 10/07 25/02 lr white/white perth! edd: aug 28 - sep 7  everyone waiting hang tight! there’s that anxiety you might miss out this batch, just keep your fingers crossed !!",
795,"if someone who ordered the same time as you is getting a car, i'd be confident of getting a vin in the next few weeks.  wa orders are just prioritised due to the additional transhipment time, and tesla's objective of not having inventory at end of quarter.",
796,frustrating that some late feb lr orders are getting vins before dec lr orders. whilst it hopefully means i’ll get mine soon there seems to be no rhyme or reason to the vin issuance which makes it all the more annoying.,
797,got my vin  od 10/12 lr white/white south australia,
798,anyone get a blue or black lr vin yet?  still waiting on mine and seems like blue and black are the only colours without lr vins over night.,
799,and lo on the 214th day since the great acceptance a vin came crackling through the ether. edd: 18-28 august  i hope that this week brings good news for many (and extra work for  ),
800,"received my vin and my beautiful daughter a few hours apart.  model 3 lr blue/black, melbourne. order date 9/12 edd august 17-27",
801,od is 6th dec 2021 edd 18/08 to 27/08 vin assigned: 11 july invoice issued: 11 july,
802,and we have a vin!  lr white with black leather order date: 14/12/21 vin date: 11/7/22 edd 18-28/8/22,
803,missed mine.   vin received today.   lr white/white od 10/12,
804,"checked the tesla app at 5am this mornng (perth time), got bluetooth and vision requests. od 8/2/22 edd august 29-sept 7 lr white/white vin not in source code yet  close...",
805,"woohoo, just got a vin this morning as well - first performance i've heard of unless anyone has also gotten theirs this morning too ",
806,"given all these late february lr vins, i'm now more hopeful i'll get a vin in due course as well. when do we think rwds will start getting a wave of vins in perth (given we seem to get vins first)?",
807,this may get too much for me to track if we get a large dump of them. but hopefully if the sheet only gets to 150 ish it should be good. but at some stage i probably wont post all of it each day. i dont think anyone wants a wall of tesla vin and order details daily.,
808,"after receiving so many vin's in middle of the night, is there anyone still thinking vin allocation is a manual process?",
809,so did anyone in sydney with a lr order get assigned a vin overnight?,
810,i think vin allocation is done by system but my theory is there might be some manual tasks post vin allocation before releasing to a customer . these might be queued to admins to process hence a bit discrepancies,
811,"long time lurker, first time poster. just got vin and tesla vision acceptance. no invoice yet.  lr blue/white od 07/12/21 delivery 19-29 august canberra",
812,"morning. my stupid real job got in the way of this one and i missed the morning vin frenzy!  looking at armacup, it has to be clara, passama or crystal to hit those (admittedly unreliable) edds for perth right? more likely these ones currently being assigned are passama onwards?   might be being popped out of the factory as we speak. and clara will be a bunch of ys and those pre shutdown ones.",
813,yeah i privately track my time to vin by order days in front of mine.  so for lr its 24/01 (me) - 14/12 (marigold - latest non perth lr) = 41 order days away from vin allocation. better than the 51 days a couple days ago   but still needing to stick to that state of zen ,
814,i've completely lost my state of zen now. i could have ordered the lr and had my vin now with the other perth orders 🥹 sa has stitched me up good and proper,
815,"welcome!  they usually reset your order for big changes so i'd go with 12/02.  there are 2 spreadsheets 1) one for everyone to edit (its done via a google form - link at the top left of the sheet) - i don't own this one (or i would have made australia a country! - an maybe nz too. and maybe tasmania  - everyone else would have been grouped in ""not important"" or something), 2) one that i keep locally just cause i was interested if there was a pattern to the vin allocations. this one is originally just for me - can't see an easy way to share it with everyone using excel - so i copy and paste the sheet at what i figure is the end of the day (missed it completely last night!!)",
816,obligatory its 12:30pm - primetime vin time,
817,yeah all us non vin people have that,
818,might do that when i hand over one day. sorting doesnt seem to work as well as excel and we get vin updates in all sorts of orders - so i'm sorting pretty much every time i'm putting one in. ,
819, but even then we have only seen 1 performance vin allocation and that order was made in q4 2021,
820,do we have any melbourne / sydney vin allocations today? or finger crossed at 12:30 pm tomorrow?,
821,"yes, hope some more rwd vin allocations come out soon,   don't want to miss the boat ",
822,"we've heard of one yesterday and seen 3 others today.  overnight perth had lrs allocated up until 25/02. we havent heard of any ps in that batch but maybe there just werent any from the forum with ps from perth in that date range? not sure, i dont track orders before they become vin allocated. the other spreadsheet () might have some more details.  so if it was a perth order then its within the realm of possibility. if not, then less likely but again who knows? maybe the dart hit the bullseye for them?",
823,there were a couple of us - i got my performance vin this morning ,
824,"not quite that simple -i am od 10/12 lr (blue/black) due in canberra but still no vin or even the ""accept lower kilometrage"" message. zen is over-rated!",
825,"maybe i accepted changes too quickly, but with my lr, only recall having to accept tesla vision when my vin came through yesterday?  for the umc, did i miss something? thought if you ordered before they removed them you would still receive it?",
826,"nice one  if you are in wa, have a look at the dot rego (application for vehicle registration) in the document section. your vin should be on the form.",
827,"a chinese sa has indicated they'll be allocating cars to chinese model y orders starting next week. interesting that it sounds like they have visibility of the factory's planned vin allocations a week in advance, because the wording he used is that he could see the exact order for the customer he was talking to in the next week's plans.",
828,does anyone know whether how the vin allocation happened in feb? surely there must be more car coming on the same ship ,
829,let today's vin allocations begin,
830,have you got a vin yet hoopyfrood?,
831,"12:30pm is nearing!   the past two days we did see a lot of vin allocations before 12:30pm, however, today has been silent. let's see if tesla makes some noise today or not.",
832,"i'm not sure the time is relevant. most of the perth vin assignments were overnight. but i'm still finding myself refreshing the page, cause i'm dumb",
833,i have a feeling they are going to be pumping out rwd's this week and we aren't going to see any more vin action until later this week or the weekend,
834,that is unexpected. vins before build??  edit: oh luddo's vin was 11/07. never mind,
835,getting bored waiting for my vin. decided to keep myself amused. play along if you like. might also help us work out some ages here   pick a song title with the word love in it. replace the word “love“ with “vin” or ”a vin”  some i have been thinking of…. all you need is a vin i want to know what a vin is. the power of a vin vin shack tainted vin,
836,some old favourites that have helped me through the wait for my vin….  where is the vin? whole lotta vin vin will keep us together  crazy little thing called vin  as long as you vin me i believe in a thing called vin addicted to vin,
837,mine is end of august. kinda hoping that the vin allocation will be enough to make payment/etc and keep the 2.99%. i think the current rate is 4.99%,
838,i can’t help myself… vin is a battlefield ‘making vin out of nothing at all i just called to say i vin you… vin bites put a little vin in your heart tonight i celebrate my vin what about vin  i bet you can guess my age with that bunch   oh i nearly forgot one of my fave’s… is this vin,
839,very amusing! but how could you possibly overlook ‘greatest vin of all’ ??? ,
840,"vin vin vin by of monsters and men, and also avalanche city, and james blunt, and donny hathaway. seems to be a popular song  ",
841,gosh… this game is addictive!  vin story stupid vin what’s a vin got to do with it as long as you vin me nobody’s vin,
842,‘making vin out of nothing at all’ - this should be the theme song for this forum,
843,"""vin vin vin. all i need is vin""",
844,vin vin why don't you give me a call vin vin the happiest sound of them all vin vin i stare at my phone on the wall,
845,“the vin boat”?,
846,not a good day for vin allocation. it looks like no one got anything today. what a sad day. i hope we get at least feb/march orders filled up before they shut the line so all remaining q1 orders are fulfilled and ready for delivery in this quarter,
847,not sure if this has been offered previously.  where is the vin (black eyed peas),
848,order hi odd 29/01 rwd white/black 18'' still waiting for vin aug-nov melbourne,
849,is there any new rwd vin today?,
850,"this afternoon, i have noticed that there’s some change in my tesla account.  it is saying drafting up my invoice.   location: sydney od:5 feb (14-20 weeks), postponed to aug-oct in jun m3lr white-white with 19” wheels nofsd no vin yet  today morning..  afternoon: ",
851,some from the 80s: that ole devil called a vin vin over gold vin is a stranger speed your vin to me your vin is king where did our vin go? i want your vin,
852,yeah vin is a stranger - to me too,
853,don't look back vin anger,
854,long time lurker. m3lr w/b od 4 jan 22 sydney no vin  the long wait reminds me of this old joke. ,
855,"i would speculate that they need to get all the perth orders they plan to deliver in the quarter onto the first ship from shanghai, because they have to be transshipped in australia. other states would catch up on the second ship - likely morning crystal.  but that's just a theory...a vin theory!",
856,someone on facebook posted getting a lr vin for an order on 3/3 for wa,
857,"surely few m3 orders will be cancelled by those who have ordered my as an upgrade. with news that there will be more my deliveries in this and next quarter than m3, there would be late re-allocation of vins. not saying the vin allocations have finished for this quarter, but there may be few more vin allocations at the end of this quarter, when people who have planned to cancel m3 order over my finally receive invoice. surely few would fall in this scenario (again for people outside of this forum). just a theory.",
858,"hi   did any one go with pepper money ? what is the maximum term they would lock you interest rate ?   the pepper executive i spoke this morning was saying there is no locking of your interest rate, we will be getting the current interest rate at the time of vin assigned though your application gets approved for a lower interest rate.   any thoughts please ?",
859,"that is the feedback i just got from pepper. i was originally approved at the 2.99%, got notification of an increase to 3.99% about a month ago. had a rush of blood when there was some vin allocations and emailed to confirm my current interest rate - 4.99% . not a deal breaker but still annoying.  have had a quick look around and there is not many better rates currently available that i can find.",
860," that is not good. yes, the best interest rate is 4.99% at the moment( pepper and macquarie), if that is the case i think its better going with macquarie, they lock in your interest rate 3 months + 3 months.   what is your od ? it might might be ok for now but there are chances of the interest rate going up before we get the vin allocated.   i read somewhere in this forum saying pepper were locking the interest rates at least for 3 months, may be its changed now ?",
861,"come oooon vin wednesday.  really don't want to have to bend over and have elon fill me with the ""light of consciousness"" for another quarter.",
862,"28/1.... you are almost there, hope you receive your vin soon and avoid the hassle. i am thinking to get it approved with macquarie and hoping they still lock in the rate for coming 6 months and hope i get my vin within 6 months.",
863,"not an issue for me cause i prefer the 3 to the y anyway. for my personal preference, the y is too stiff, have very small rear view, less range and not as zippy. have driven 4wds and suvs in the past, so i’ll miss the height and space, but enjoy the new car when it arrives  btw they have also offered me a used demo from feb with 3,000+ kms for around a$2,000 more a couple of weeks ago which i politely declined. the wait for vin continues ",
864,"if you want to update your spreadsheet, i just got my invoice today (13/07), however the invoice date on the pdf says 09/07, and my build date says 09/07 also... so they built it the day before i got a vin allocation in my source code / got the tesla vision prompt, etc.",
865,i'm in a boring meeting so i took the data collected by  and put it into a simple table for my head. order year-month by vin year-month.  ,
866,"i don't think this is true, well not for me at least. i placed my order on jan 20th for my m3lr, and i didn't do any of those steps in the account immediately, as i was still contemplating increasing my mortgage or going with car finance, so i spent i would say the better part of a month talking to my finance broker, applying for car finance and also applying to increase my mortgage... so i wasn't sure what to do so i contacted my sa and he said i can complete the steps, select finance and i could leave it until i decide once i get assigned a vin what i was going to do and then let him know (if it was changing from finance to cash etc).. and now, here we are... and i have my vin and delivery date (and it is the same order date range as the rest of the perth order dates getting their vin assigned now too, no delay!)",
867,"many thanks for this! if you get a chance, adding a vin column (just the first 4 digits of the last 6) would be greatly appreciated.",
868,"hey guys!! long time reader, first time poster   odd: 04/02/2022 m3p no vin   looks like the performance is going to take a few more months! everyday i feel like i’m getting bipolar… keep saying to myself… it’s not a necessity so it’s ok to be patient…. the next day looking at last year’s used models feeling like i can’t wait any longer and i’ll just spend an extra $10-15k!!! i know it’ll be worth the wait with the upgrades in cpu and other extra features… but from experience, the wait is worse than being pregnant for 9 months and just wanting the baby to come out!",
869,so finally got our vin today.  can someone please tell me where they are seeing there build date,
870,a few days after from the few samples i have.  did the accept range change / tesla vision and vin come in just then? ie you have been checking throughout the day and only came in within last hour,
871,so did we see a few vin allocations today?!,
872,"like with everything else tesla, it appears to be random. i got my vin end of june, but have yet to receive an invoice. others seem to get it a day or two after their vin.",
873,a few updates to build date and one vin   there is a (currently) hidden column for the vin number for those who want to share the first 4 digits of the last 6 characters. xxxxxxxxxxxxxxxxxxxxxxxxxxxxx  its important if you do share the numbers not to share the rest - just say 1234xx or similar. or dont share it. i wont be.,
874,"ormaus, an update for your list….. my vin and payment details have reappeared in my account after its strange disappearance on 30 june.   od: 3/12/21 lr white/black sydney vin: 11/7/22 build date: 9/7/22 delivery: 20-30 august  invoice date: 12/7/22  nearly an 8 month wait! my original edd was 8-12 weeks. but worth it. i was driving a family members lr today. it’s like a rocket on four wheels.",
875,they seem to be churning out the white lr.’s. should’ve gone with that and i would have my vin by now. get that blue paint out of storage tesla grrr!,
876,"good morning fellow empty garages.  if you have a vin (or even just an order), can you please update your details on the .  use the ""google form"" link at the top to add or edit your details. the links are also in my signature below.  it would also help with context if you added your details to your signature on this forum, like i have below in my signature. a few have said that you need to post five times before you get access to edit your signature.  thanks for your help for those of us who are living vicariously through your vins.   ",
877,adding my name to the list of december 21 orders still with no vin  od: 21/12/21 m3 lr red w/ black interior brisbane,
878,"ive been pretty optimistic all the way through this process but if that was the case then perth rwd's, of which i am one myself, would have been allocated their vin's too but we have had nothing.  im pretty pissed that me and my mate test drove together and ordered our cars on the same day and on the advice of the sales advisor who said there was ""no chance"" i would see a lr before a rwd i ordered the rwd yet here we are, he has his vin and i have nothing.",
879,it's a nice theory hahah and love the optimism - but if that were the case i'd have my vin by now as i'm a perth order ,
880,some interesting stats on those in the vin allocated table: (also in a boring meeting)  ,
881,if there aren't any additional vin assignments on the morning clara let's not forget the viking passama is en route to shanghai and due to depart early next week. hopefully if they haven't already they're whipping some rhd model 3's out over the next few days.,
882,"i came across this forum recently looking for info on whether completing these initial steps made any difference, but i ended up doing it the other dayanyhow. estimated delivery is 6-9 months when i ordered and that hasn't changed. i just assumed that my order would progress even without completing all of those steps and there would be a point when the vehicle is actually being delivered that i would need to complete it. i hope that didn't put me back in the queue. oh well, fingers crossed for a shiny blue xmas present!  m3 rwd blue with black interior od 17/03 in brisbane. no vin yet.  also, i'm obsessively checking for the vin even though i know it will be a while away yet ",
883,"you never know, don't underestimate tesla vin allocation ""system"".",
884,"my vin is only in the source code at the moment, but showing an updated delivery date.",
885,i think i'm about to start an east / west rivalry with these vin allocations. couple more weeks and i'll write a song about it.,
886,"so, no vin for today? finger crossed tomorrow at 12:30 pm?",
887,and that is in app without needing to further log into the account? it is getting quite depressing to go login to the webpage and nothing changed...  in the theme of a few days ago... (sorry dolly)  no vin no vin no viiiiinn.. oh elon won't you give my vin to me...,
888,the tone should be   no vin. no vin.. no vin vin vin vin vin.,
889,does the speed of the tumbleweed indicate possible impending vin assignment? are those right hand or left hand powerlines? the road appears to be veering off to the right.,
890, vin crocodile?,
891,"i've basically resided myself to next allocation now.. 22/01/22 rwd with no vin as yet. i cant see how some units were allocated prior to loading the ship, but then others will happen on the way across?  love to be wrong, but i'm not getting any hopes up.",
892,i'm a 6/2 rwd in wa and no vin - sorry to burst the optimism bubble.,
893,"interesting, i had your vin date (along with a bunch of others) as 28/06/2022. life sure is interesting.",
894,posting the vin allocation table - with a welcome back to    ,
895,happy friday everyone. some positive news: dreams can come true...i dreamt i didn't get a vin overnight and guess what - it came true!,
896,  i've merged my order table and the previous vin allocated table - nice and easy now ,
897,"surely i've got a vin coming today if there are lrs in brisbane with od 17/03 getting vins  edit, jumped the gun and read the table wrong",
898,this one i have at home.  combo from extract from  and just writing down peoples vin assigned messages and more recently (10 or so forum pages) peoples orders in signatures and the like.  if you have the skills and care factor to make an au only tracker with self editing etc then i'm happy to send it over.  will keep filtering to vin date not blank and posting daily (when there is a change).,
899,"i got the final invoice last night, the build date is 30/06/2022, but i got the vin number at 28/06/22, how come the vin number comes before the build date?",
900,"without a vin you're still going to be depressed getting vedaprime, it's just that your wallet will be a little lighter.",
901,"i’m just looking forward to the day i open this forum and there are 10 unread pages littered with vin allocations, come on shanghai do us a solid",
902,wow.. is that a march order vin assignment i see???,
903,to take our minds off the vin madness:  how do we go about playing music from a usb with the centre console port no longer doing data? my understanding is there is only one data port in the glove box (used for the camera recordings)?,
904,no vin assign today as well. finger cross for monday 12:30pm.,
905,"so far, this has just been a big vin tease.",
906,"i think the likely situation now is that morning clara has lr, p and some rwd cars on it (these seem to mostly have non-standard wheels) and that east coast vin's will be allocated while the vessel is on the water.  for the ""standard"" rwd's the production line was rumoured to be running up to today so all those will be scheduled to leave on viking passama next week and we will see vin allocations for the perth orders on sunday the same as what happened with the lp and p orders last weekend. then east coast vin's for rwd's will follow once the vessel is on the water.",
907,"i have nothing to base this on, no evidence, just a feeling of zen right now. i believe i'll get a vin tonight",
908,late feb order here and nothing from tesla. rwd white.... any chance of a vin soon you think ??,
909,m3 lr ms order date 13.01 sydney. no vin .  reason for no vin is the number 13. i should’ve ordered 12th or 14th.,
910,"great news.....got my final invoice today. m3p red black interior ordered 21st dec delivery date aug 22nd to 31st august no vin yet but haven't looked too far yet. still need to complete registration details. to be honest i had given up on tesla, but i have some excitement and love for tesla again. i think the key was just trying to forget about it and then somehow it happened.",
911,next ship is 19/7 then 4 days later 23/7 ....so basically there should be raining vin hallelujah!!!!!! ....raining vin.... raining vin,
912," when they give you the ""final invoice"" does that mean it has to be paid or start being paid a certain amount of time before picking up the vehicle? or can you wait until a few days (funds are to be cleared 48 hours before pick up, i think)?  i see people are getting the invoice before the vin and well before delivery. i want to hold onto my money as long as possible before pick up. i also don't want to delay delivery if i delay payment.",
913,"a bit of clarification here please... i keep getting this on my chrome extension for the ""vin finder"". i just hope i'm doing this right as i don't normally use chrome , let alone their extensions. is this the (repetitive) result you get if it doesn't find any vin in your account. i'm in training to foist the vin onto veda prime as soon as i get it, but not sure if i'm doing this right!",
914,"this lines up with the widely varying etas that those with vin allocations are getting. two shipments back to back is great, and i remain hopeful for my y as i had my 3 allocated once the car was already on the water.",
915,would you mind sharing the first 4 digits of the last 6 of your vin? congrats on joining the vin club,
916, this would make the first performance vin i believe. anyone else waiting for a m3p?,
917,just checked. no vin for me. might just be a cancellation. hoping for vin frenzy though.,
918,thanks my friend…. i shall sleep easier tonight… not as easy as if i’d received a *f)#ing” vin though!,
919,"hey everyone! first time poster, long time reader.   wondering if anyone with a late feb order date have received vin numbers or have any updates?   my sa has been pretty unhelpful.   my order: ordered 27th feb  rwd white black interior aero wheels  cheers all ",
920,got vin 23/12 3p.,
921,ĵust got vin for 3p. 23/12 w/w,
922,no vin for me yet,
923,looking more and more like a vin frenzy!,
924,these vin drop times are bizarre.,
925,here's hoping i wake to a vin in the morning (lr 17/12 red/black).,
926,"oh do you have your vin and invoice already? was going by your signature which still says na.  if you do, then yeah definitely follow up with them.",
927,"the other flaw with crowd sourced data is data reliability.   like, i say this as a completely theoretical, i wouldn't do this and i'm not aware of anyone doing this, but imagine setting up 10 or so different alts. and all of them being here for a lengthy period of time and occasionally contributing in the last 497 pages, enough to look legit. then lying and claiming suddenly they'd all ordered in june and got a vin last night.  would completely throw off the data. and spread a lot of discord and frustration with people who ordered older than that.",
928,"i will be interesting to see if in the morning we hear from people like  (lr 10/12 blue),  (lr 17/12 red), and  (p 20/12 blue) because these are the current outliers.  edit: will post the list closer to midnight to allow any more vin notifications to come in.",
929,m3lr edd 22/8 - 31/8 & vin received. od 21/12/22 black/white.  how do i find order date? i've got the option to pay but can't find the pdf invoice or anything.,
930,"finally got my vin too! very excited. there are a lot of pages to comb through, should i be concerned by the fact that i had to accept that it won't include radar and will have approx 50km reduction in range?  lr | white |  15/11/2021 |  | ",
931,no vin for me. rwd. ordered early march.  found this on whirlpool just now:   ,
